Config,ID,Based Club ID,Based Club Name,FM ID,First Name,Second Name,Age,Current Ability,Potential Ability,Division ID,Division Name
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":565643,""r"":565643},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421962,""r"":565643}]",565643,88423,Sheffield Wednesday,28058945,Adam,Reach,27,125,134,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":569691,""r"":569691},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":426533,""r"":569691}]",569691,88423,Sheffield Wednesday,29010507,Barry,Bannan,30,125,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":397805,""r"":397805},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":236503,""r"":397805}]",397805,88430,West Bromwich Albion,12035892,Ahmed,Hegazi,29,125,131,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":563496,""r"":563496},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":419829,""r"":563496}]",563496,88430,West Bromwich Albion,28005828,Jake,Livermore,30,125,144,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":567608,""r"":567608},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423924,""r"":567608}]",567608,88430,West Bromwich Albion,28101028,Grady,Diangana,22,125,-8,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":568525,""r"":568525},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424840,""r"":568525}]",568525,88430,West Bromwich Albion,28116003,Nathan,Ferguson,19,125,-8,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":569259,""r"":569259},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425977,""r"":569259}]",569259,88430,West Bromwich Albion,29003721,Kieran,Gibbs,30,125,148,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":572746,""r"":572746},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":429422,""r"":572746}]",572746,88430,West Bromwich Albion,29067784,Semi,Ajayi,26,125,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":565046,""r"":565046},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421351,""r"":565046}]",565046,88018,Stoke City,28044979,Jack,Butland,27,124,161,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":571797,""r"":571797},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":428476,""r"":571797}]",571797,88324,Birmingham City,29041503,Jérémie,Bela,27,124,131,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88332,""r"":88332},{""a"":""Person"",""m"":""Person"",""k"":554473,""r"":554473},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":410174,""r"":554473}]",554473,88332,Brentford,27039017,Christian,Nørgaard,26,124,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88334,""r"":88334},{""a"":""Person"",""m"":""Person"",""k"":564752,""r"":564752},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421074,""r"":564752}]",564752,88334,Bristol City,28030709,Nahki,Wells,30,124,138,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88334,""r"":88334},{""a"":""Person"",""m"":""Person"",""k"":610568,""r"":610568},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":475145,""r"":610568}]",610568,88334,Bristol City,38037976,Ádám,Nagy,25,124,132,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":301926,""r"":301926},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":141426,""r"":301926}]",301926,88340,Cardiff City,5133423,Lee,Tomlin,31,124,124,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":302822,""r"":302822},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":142322,""r"":302822}]",302822,88368,Fulham,5220454,Kevin,McDonald,31,124,128,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":868771,""r"":868771},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":760549,""r"":868771}]",868771,88385,Leeds United,72045910,Jack,Harrison,23,124,141,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88399,""r"":88399},{""a"":""Person"",""m"":""Person"",""k"":565910,""r"":565910},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":422228,""r"":565910}]",565910,88399,Middlesbrough,28060547,Britt,Assombalonga,27,124,138,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88399,""r"":88399},{""a"":""Person"",""m"":""Person"",""k"":566818,""r"":566818},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423134,""r"":566818}]",566818,88399,Middlesbrough,28087595,Patrick,Roberts,23,124,150,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":726726,""r"":726726},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":604553,""r"":726726}]",726726,88406,Nottingham Forest,48037370,Nuno,Da Costa,29,124,126,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":915568,""r"":915568},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":817633,""r"":915568}]",915568,88406,Nottingham Forest,85028022,Samba,Sow,31,124,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88414,""r"":88414},{""a"":""Person"",""m"":""Person"",""k"":295657,""r"":295657},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":135177,""r"":295657}]",295657,88414,Preston North End,5008069,Scott,Sinclair,31,124,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":295183,""r"":295183},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":134689,""r"":295183}]",295183,88423,Sheffield Wednesday,5002586,Keiren,Westwood,35,124,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":302492,""r"":302492},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":141995,""r"":302492}]",302492,88423,Sheffield Wednesday,5207451,Steven,Fletcher,33,124,141,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":564718,""r"":564718},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421040,""r"":564718}]",564718,88423,Sheffield Wednesday,28030306,Connor,Wickham,27,124,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":567896,""r"":567896},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424208,""r"":567896}]",567896,88430,West Bromwich Albion,28106524,Rekeem,Harper,20,124,-8,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":567538,""r"":567538},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423854,""r"":567538}]",567538,88021,Swansea City,28100477,Joe,Rodon,22,123,152,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":567996,""r"":567996},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424312,""r"":567996}]",567996,88021,Swansea City,28108036,Conor,Gallagher,20,123,-75,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":602416,""r"":602416},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":465846,""r"":602416}]",602416,88324,Birmingham City,37002393,Maikel,Kieftenbeld,30,123,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":577953,""r"":577953},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434607,""r"":577953}]",577953,88327,Blackburn Rovers,29156100,Lewis,Travis,22,123,145,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88332,""r"":88332},{""a"":""Person"",""m"":""Person"",""k"":557382,""r"":557382},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":412886,""r"":557382}]",557382,88332,Brentford,27088214,Emiliano,Marcondes,25,123,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88332,""r"":88332},{""a"":""Person"",""m"":""Person"",""k"":930113,""r"":930113},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":834315,""r"":930113}]",930113,88332,Brentford,89040516,Ethan,Pinnock,27,123,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88334,""r"":88334},{""a"":""Person"",""m"":""Person"",""k"":575963,""r"":575963},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432634,""r"":575963}]",575963,88334,Bristol City,29125192,Jay,Dasilva,22,123,145,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":301839,""r"":301839},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":141339,""r"":301839}]",301839,88340,Cardiff City,5132647,Alex,Smithies,30,123,138,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":564012,""r"":564012},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420334,""r"":564012}]",564012,88340,Cardiff City,28016862,Marlon,Pack,29,123,128,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":564218,""r"":564218},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420570,""r"":564218}]",564218,88340,Cardiff City,28018621,Greg,Cunningham,29,123,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":798820,""r"":798820},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":684194,""r"":798820}]",798820,88340,Cardiff City,61038262,Callum,Paterson,25,123,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":564411,""r"":564411},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420733,""r"":564411}]",564411,88368,Fulham,28021778,Marcus,Bettinelli,28,123,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":918810,""r"":918810},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":820870,""r"":918810}]",918810,88368,Fulham,85125688,Aboubakar,Kamara,25,123,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":383717,""r"":383717},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":222521,""r"":383717}]",383717,88378,Huddersfield Town,8607450,Andy,King,31,123,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":267402,""r"":267402},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":106940,""r"":267402}]",267402,88385,Leeds United,1408506,Gaetano,Berardi,31,123,126,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88399,""r"":88399},{""a"":""Person"",""m"":""Person"",""k"":564164,""r"":564164},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420516,""r"":564164}]",564164,88399,Middlesbrough,28018268,Daniel,Ayala,29,123,138,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":573873,""r"":573873},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":430547,""r"":573873}]",573873,88400,Millwall,29086211,Jake,Cooper,25,123,138,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":575406,""r"":575406},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432063,""r"":575406}]",575406,88400,Millwall,29111548,Ben,Thompson,24,123,137,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":929587,""r"":929587},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":833789,""r"":929587}]",929587,88400,Millwall,89020866,Jed,Wallace,26,123,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":299743,""r"":299743},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":139274,""r"":299743}]",299743,88406,Nottingham Forest,5113515,Ben,Watson,35,123,137,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":377589,""r"":377589},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":216513,""r"":377589}]",377589,88406,Nottingham Forest,8434244,Yohan,Benalouane,33,123,138,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88414,""r"":88414},{""a"":""Person"",""m"":""Person"",""k"":565228,""r"":565228},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421548,""r"":565228}]",565228,88414,Preston North End,28048721,Daniel,Johnson,27,123,128,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":411800,""r"":411800},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":253213,""r"":411800}]",411800,88423,Sheffield Wednesday,14000182,Fernando,Forestieri,30,123,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":565997,""r"":565997},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":422314,""r"":565997}]",565997,88423,Sheffield Wednesday,28063437,Massimo,Luongo,27,123,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":572527,""r"":572527},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":429044,""r"":572527}]",572527,88430,West Bromwich Albion,29063111,Charlie,Austin,31,123,144,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":602335,""r"":602335},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":465765,""r"":602335}]",602335,88018,Stoke City,37001836,Bruno,Martins Indi,28,122,142,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":566091,""r"":566091},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":422408,""r"":566091}]",566091,88321,Barnsley,28066613,Cauley,Woodrow,25,122,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":557281,""r"":557281},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":412976,""r"":557281}]",557281,88324,Birmingham City,27089250,Kristian,Pedersen,25,122,127,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":566908,""r"":566908},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423224,""r"":566908}]",566908,88324,Birmingham City,28090335,Dan,Crowley,22,122,141,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88332,""r"":88332},{""a"":""Person"",""m"":""Person"",""k"":567919,""r"":567919},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424231,""r"":567919}]",567919,88332,Brentford,28106685,Josh,Dasilva,21,122,-75,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":563293,""r"":563293},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":419616,""r"":563293}]",563293,88340,Cardiff City,28000482,Junior,Hoilett,30,122,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":564608,""r"":564608},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420930,""r"":564608}]",564608,88340,Cardiff City,28028965,Nathaniel,Mendez-Laing,28,122,125,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":584348,""r"":584348},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":442271,""r"":584348}]",584348,88340,Cardiff City,30026218,Aden,Flint,31,122,122,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":296181,""r"":296181},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":135685,""r"":296181}]",296181,88343,Charlton Athletic,5101569,Lyle,Taylor,30,122,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":565516,""r"":565516},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421836,""r"":565516}]",565516,88343,Charlton Athletic,28055992,Jonny,Williams,26,122,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":570529,""r"":570529},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":427189,""r"":570529}]",570529,88368,Fulham,29022616,Neeskens,Kebano,28,122,128,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":745748,""r"":745748},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":626103,""r"":745748}]",745748,88368,Fulham,53015044,Stefan,Johansen,29,122,133,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":564504,""r"":564504},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420826,""r"":564504}]",564504,88385,Leeds United,28027622,Adam,Forshaw,28,122,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88399,""r"":88399},{""a"":""Person"",""m"":""Person"",""k"":575862,""r"":575862},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432533,""r"":575862}]",575862,88399,Middlesbrough,29121995,Dael,Fry,22,122,148,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88414,""r"":88414},{""a"":""Person"",""m"":""Person"",""k"":573670,""r"":573670},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":430344,""r"":573670}]",573670,88414,Preston North End,29084291,Ben,Davies,24,122,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":567639,""r"":567639},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423955,""r"":567639}]",567639,88416,Reading,28101722,Ovie,Ejaria,22,122,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":300109,""r"":300109},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":139809,""r"":300109}]",300109,88430,West Bromwich Albion,5118010,Lee,Peltier,33,122,125,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":571138,""r"":571138},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":427805,""r"":571138}]",571138,88433,Wigan Athletic,29036830,Sam,Morsy,28,122,125,153406,Sky Bet Championship
